[2022-11-01 13:14:32,666][lightning][INFO] - successful load initial weights
[2022-11-01 13:48:11,820][lightning][INFO] - reference : джой новые мелодрамы
[2022-11-01 13:48:11,820][lightning][INFO] - prediction: джой новуе наводрама
[2022-11-01 13:48:13,030][lightning][INFO] - reference : индианаполис
[2022-11-01 13:48:13,030][lightning][INFO] - prediction: иялакужс
[2022-11-01 13:48:13,973][lightning][INFO] - reference : вспыш и чудо машинки
[2022-11-01 13:48:13,973][lightning][INFO] - prediction: тошь и чуто машенту
[2022-11-01 13:48:15,024][lightning][INFO] - reference : салют найди канал матч
[2022-11-01 13:48:15,024][lightning][INFO] - prediction: салют найди канамач
[2022-11-01 13:48:16,380][lightning][INFO] - reference : сбер сколько сейчас местного времени
[2022-11-01 13:48:16,380][lightning][INFO] - prediction: сбер сколько сейчас месло вревени
[2022-11-01 13:48:17,424][lightning][INFO] - reference : как называется когда покупают много валюты
[2022-11-01 13:48:17,424][lightning][INFO] - prediction: как называется когдамогу пань кагую валюты
[2022-11-01 13:48:18,609][lightning][INFO] - reference : не отображаются данные в личном кабинете
[2022-11-01 13:48:18,609][lightning][INFO] - prediction: нетобрашается даннае вличногм кабенетие сбо
[2022-11-01 13:48:19,730][lightning][INFO] - reference : сбер сделай мне карту для зарплаты
[2022-11-01 13:48:19,731][lightning][INFO] - prediction: сбер сделане каржу безаркоты
[2022-11-01 13:48:20,894][lightning][INFO] - reference : салют столица бухарский эмират
[2022-11-01 13:48:20,895][lightning][INFO] - prediction: салют талиса быхарски мерат
[2022-11-01 13:48:22,125][lightning][INFO] - reference :  
[2022-11-01 13:48:22,126][lightning][INFO] - prediction: 
[2022-11-01 13:48:23,260][lightning][INFO] - reference : сбер карта моя готова
[2022-11-01 13:48:23,260][lightning][INFO] - prediction: сбер карты нйго това
[2022-11-01 13:48:24,706][lightning][INFO] - reference : джой по какому произведению снят фильм мег монстр глубины
[2022-11-01 13:48:24,706][lightning][INFO] - prediction: джой по какомму произведения снят фильм нмекмастрагоубина
[2022-11-01 13:48:25,791][lightning][INFO] - reference :  
[2022-11-01 13:48:25,792][lightning][INFO] - prediction:  гв 
[2022-11-01 13:48:26,927][lightning][INFO] - reference : включи бориса гребенщикова
[2022-11-01 13:48:26,927][lightning][INFO] - prediction: включи балеся вребищий кова
[2022-11-01 13:48:28,385][lightning][INFO] - reference : сбер изменить условия даты платежа
[2022-11-01 13:48:28,386][lightning][INFO] - prediction: сбер измените слови дато платежи
[2022-11-01 13:48:29,909][lightning][INFO] - reference : джой как я могу узнать реквизиты своей карты
[2022-11-01 13:48:29,910][lightning][INFO] - prediction: джой как я мо узнатьзиквезиты сторий картры
[2022-11-01 13:48:31,141][lightning][INFO] - reference : салют кто возглавляет костромскую область
[2022-11-01 13:48:31,141][lightning][INFO] - prediction: салют кто тызлодляетпостранскую гудость
[2022-11-01 13:48:32,612][lightning][INFO] - reference : утерянную я только что заблокировала онлайн
[2022-11-01 13:48:32,612][lightning][INFO] - prediction: лутеровно и толькочта заблотировалонвой
[2022-11-01 13:48:34,123][lightning][INFO] - reference : покажи телеканал еда
[2022-11-01 13:48:34,124][lightning][INFO] - prediction: покажи теканал ида
[2022-11-01 13:48:35,556][lightning][INFO] - reference : сколько осталось средств на моей карте
[2022-11-01 13:48:35,556][lightning][INFO] - prediction: сколько осталас сре на молий карте
[2022-11-01 13:48:37,231][lightning][INFO] - reference : что такое маркетинговая аналитика
[2022-11-01 13:48:37,232][lightning][INFO] - prediction: что тако маркитенгованаличко
[2022-11-01 13:48:38,619][lightning][INFO] - reference : принесет больше пользы каждый месяц сдавать кровь или переводить по паре тысяч
[2022-11-01 13:48:38,619][lightning][INFO] - prediction: нешан мач польсякоордамистовачко или приводит пооариточ
[2022-11-01 13:48:40,615][lightning][INFO] - reference : афина включи таймер на девять минут
[2022-11-01 13:48:40,615][lightning][INFO] - prediction: афина включи таймер на девят мнуц
[2022-11-01 13:48:42,023][lightning][INFO] - reference : афина я попрошу перемотать видео вперед
[2022-11-01 13:48:42,024][lightning][INFO] - prediction: афина я попроши перенодать вееот перед
[2022-11-01 13:48:43,140][lightning][INFO] - reference : когда возник сон в летнюю ночь
[2022-11-01 13:48:43,140][lightning][INFO] - prediction: кода воздиксон ведежуше
[2022-11-01 13:48:44,157][lightning][INFO] - reference : кто был номинирован из фильма аватар
[2022-11-01 13:48:44,157][lightning][INFO] - prediction: товлныменерованписфильма овопар
[2022-11-01 13:48:45,283][lightning][INFO] - reference : валюта китая
[2022-11-01 13:48:45,283][lightning][INFO] - prediction: валюты кита
[2022-11-01 13:48:46,302][lightning][INFO] - reference : сколько точное время сейчас
[2022-11-01 13:48:46,302][lightning][INFO] - prediction: стоьно точное роеми сейчас
[2022-11-01 13:48:47,370][lightning][INFO] - reference : как давно видяхин занимает должность
[2022-11-01 13:48:47,370][lightning][INFO] - prediction: когда новидахи занимае должность
[2022-11-01 13:48:48,445][lightning][INFO] - reference : афина мне очень плохо давай дружить
[2022-11-01 13:48:48,445][lightning][INFO] - prediction: афина гдемочи локодава томужать
[2022-11-01 13:48:49,648][lightning][INFO] - reference : джой смотреть канал жар птица
[2022-11-01 13:48:49,649][lightning][INFO] - prediction: джой смотреть канал за ица
[2022-11-01 13:48:50,737][lightning][INFO] - reference :  
[2022-11-01 13:48:50,737][lightning][INFO] - prediction: 
[2022-11-01 13:48:51,882][lightning][INFO] - reference : переведи дочке на карту штуку
[2022-11-01 13:48:51,882][lightning][INFO] - prediction: переведи дошки на карту шту
[2022-11-01 13:48:53,181][lightning][INFO] - reference : сбер оформление карты онлайн
[2022-11-01 13:48:53,181][lightning][INFO] - prediction: сбер оформение карты анвайн
[2022-11-01 13:48:54,378][lightning][INFO] - reference : перескочи на следующий трек
[2022-11-01 13:48:54,379][lightning][INFO] - prediction: рескачена тедещий трек
[2022-11-01 13:48:55,684][lightning][INFO] - reference : салют включи подсветку стены в кабинете
[2022-11-01 13:48:55,685][lightning][INFO] - prediction: салют включи подцветкустино кодните
[2022-11-01 13:48:57,274][lightning][INFO] - reference : афина джой выбери голосовым помощником женский персонаж ева
[2022-11-01 13:48:57,275][lightning][INFO] - prediction: афина джой выпригсомой помощнико жанский псынаши ева
[2022-11-01 13:48:59,296][lightning][INFO] - reference :  
[2022-11-01 13:48:59,296][lightning][INFO] - prediction: 
[2022-11-01 13:49:00,471][lightning][INFO] - reference : салют законодательные органы республика гвинея бисау
[2022-11-01 13:49:00,471][lightning][INFO] - prediction: салют заканодательни гонна риспублика кимебесал
[2022-11-01 13:49:01,723][lightning][INFO] - reference : сбер когда можно сделать модельную стрижку в салоне красоты
[2022-11-01 13:49:01,724][lightning][INFO] - prediction: сбер когда можно сделат модори истрижку солоникрасотии
[2022-11-01 13:49:03,006][lightning][INFO] - reference : салют что такое кастилия
[2022-11-01 13:49:03,007][lightning][INFO] - prediction: салют крома что такое костиния
[2022-11-01 13:49:04,118][lightning][INFO] - reference : салют что мне делать мне позвонили мошенники
[2022-11-01 13:49:04,118][lightning][INFO] - prediction: салют ко что мне деат мне позвонит мошенике
[2022-11-01 13:49:05,315][lightning][INFO] - reference : афина а что будет в четверг в саяногорске
[2022-11-01 13:49:05,315][lightning][INFO] - prediction: афина что будет в четвепсеена горски
[2022-11-01 13:49:06,573][lightning][INFO] - reference : афина закажи большой сладкий под сериал
[2022-11-01 13:49:06,574][lightning][INFO] - prediction: афина закажи больше уславки потсерирао
[2022-11-01 13:49:07,658][lightning][INFO] - reference : дедовщина в российской армии сегодня
[2022-11-01 13:49:07,659][lightning][INFO] - prediction: пзидочино российскарный сигодни
[2022-11-01 13:49:08,726][lightning][INFO] - reference : салют включи от заката до рассвета жара
[2022-11-01 13:49:08,727][lightning][INFO] - prediction: салют включи азават дераледажара
[2022-11-01 13:49:10,015][lightning][INFO] - reference : сбер какая этническая группа проживает в алжир
[2022-11-01 13:49:10,015][lightning][INFO] - prediction: сбер какая ническая груку праживаеттвалже
[2022-11-01 13:49:11,185][lightning][INFO] - reference : салют какие виды парка имени сталина ты знаешь
[2022-11-01 13:49:11,185][lightning][INFO] - prediction: салют какие виды пакаи мениставино ты знаешь
[2022-11-01 13:49:12,170][lightning][INFO] - reference : фильм железный человек
[2022-11-01 13:49:12,170][lightning][INFO] - prediction: льм желена человек
[2022-11-01 13:49:13,444][lightning][INFO] - reference :  
[2022-11-01 13:49:13,444][lightning][INFO] - prediction: чедесвучка енщешлупочиклчечнрепе
[2022-11-01 13:49:14,462][lightning][INFO] - reference : салют укажи местоположение
[2022-11-01 13:49:14,463][lightning][INFO] - prediction: слют окамстиплоно 
[2022-11-01 13:49:15,634][lightning][INFO] - reference : таймер на автоматическое отключение голосового ассистента
[2022-11-01 13:49:15,634][lightning][INFO] - prediction: ймервтоматичекае отключение голсогоосесена
[2022-11-01 13:49:16,736][lightning][INFO] - reference : джой подскажите номер телефона специалиста по эквайрингу
[2022-11-01 13:49:16,737][lightning][INFO] - prediction: джой подскажите номер телефона спсависта а кайгинду
[2022-11-01 13:49:18,111][lightning][INFO] - reference : скажи пожалуйста баланс карты моей
[2022-11-01 13:49:18,112][lightning][INFO] - prediction: скажи пожалуйста баланос карты вои
[2022-11-01 13:49:19,293][lightning][INFO] - reference : салют создавая какую систему коперник опирался на математический
[2022-11-01 13:49:19,293][lightning][INFO] - prediction: салют создаовра какою систему как янекопивался на моти матически
[2022-11-01 13:49:20,571][lightning][INFO] - reference : сбер за столько лет заочного знакомства я так и не разобрался кто вы по профессии расскажите
[2022-11-01 13:49:20,571][lightning][INFO] - prediction: сбер застоко леозавочнознаконстэтак незабраса догу профиси насскажите
[2022-11-01 13:49:21,701][lightning][INFO] - reference : курс юаня в центральном банке
[2022-11-01 13:49:21,701][lightning][INFO] - prediction: уски валеце тральный бан
[2022-11-01 13:49:22,761][lightning][INFO] - reference : салют оплата телефона дениса
[2022-11-01 13:49:22,762][lightning][INFO] - prediction: салют оплата телефон деисам
[2022-11-01 13:49:23,874][lightning][INFO] - reference : сбер какая валюта в кюрасао
[2022-11-01 13:49:23,874][lightning][INFO] - prediction: сбер какая валюта в тюровса
[2022-11-01 13:49:25,058][lightning][INFO] - reference : сбер анекдоты про качков
[2022-11-01 13:49:25,058][lightning][INFO] - prediction: сбер анекдот трокачкоф
[2022-11-01 13:49:26,150][lightning][INFO] - reference : сбер какая станция была введена в эксплуатацию на площадке девяносто первого космодрома
[2022-11-01 13:49:26,150][lightning][INFO] - prediction: сбер какая стакцалоитеномкошпокацена опоща иденусти перво космотрога
[2022-11-01 13:49:27,628][lightning][INFO] - reference : афина моя карта готова
[2022-11-01 13:49:27,629][lightning][INFO] - prediction: афина оля карто гтова
[2022-11-01 13:49:29,302][lightning][INFO] - reference : салют хочу посмотреть фильм тысяча девятьсот семьдесят третьего года
[2022-11-01 13:49:29,303][lightning][INFO] - prediction: салют хочу посмотреть фильм тысяча девятьсот семьдесят третьго года
[2022-11-01 13:49:30,844][lightning][INFO] - reference : сбер окей переведи тысячу рублей артему
[2022-11-01 13:49:30,844][lightning][INFO] - prediction: сбер каки переведи тысяч рублей ате
[2022-11-01 13:49:31,938][lightning][INFO] - reference : включи будильник как обычно пожалуйста
[2022-11-01 13:49:31,938][lightning][INFO] - prediction: включи будильни какопычта пожалуйста
[2022-11-01 13:49:33,225][lightning][INFO] - reference : джой какие виды советской оккупации в эстонии ты знаешь
[2022-11-01 13:49:33,225][lightning][INFO] - prediction: джой какие висаскаку пасо встони тызашь
[2022-11-01 13:49:34,321][lightning][INFO] - reference : какая погода будет в польше на ближайшую неделю
[2022-11-01 13:49:34,321][lightning][INFO] - prediction: какая погода будет ольсе бижайше неделю
[2022-11-01 13:49:35,646][lightning][INFO] - reference : салют включи ис арт медиа
[2022-11-01 13:49:35,646][lightning][INFO] - prediction: салют включиср меди
[2022-11-01 13:49:36,679][lightning][INFO] - reference : афина обмен валюты москва
[2022-11-01 13:49:36,679][lightning][INFO] - prediction: афина обен валюты спан
[2022-11-01 13:49:37,768][lightning][INFO] - reference : сбер арест счета что это
[2022-11-01 13:49:37,768][lightning][INFO] - prediction: сбер арес сейчеты штойта
[2022-11-01 13:49:39,040][lightning][INFO] - reference : позвони по видео моему сыну
[2022-11-01 13:49:39,041][lightning][INFO] - prediction: псводи повидео укусену
[2022-11-01 13:49:40,330][lightning][INFO] - reference : оригинальное название мерсия
[2022-11-01 13:49:40,330][lightning][INFO] - prediction: оригинальное название мерси
[2022-11-01 13:49:41,580][lightning][INFO] - reference :  
[2022-11-01 13:49:41,580][lightning][INFO] - prediction: 
[2022-11-01 13:49:42,970][lightning][INFO] - reference : джой кирсанова сбербанк
[2022-11-01 13:49:42,971][lightning][INFO] - prediction: джой персаноо сбербанка
[2022-11-01 13:49:44,423][lightning][INFO] - reference : какое единое экономическое пространство ты знаешь
[2022-11-01 13:49:44,423][lightning][INFO] - prediction: навонески посдрасв ты знаешь
[2022-11-01 13:49:45,724][lightning][INFO] - reference : сбер храм христа спасителя к какой религии относится
[2022-11-01 13:49:45,724][lightning][INFO] - prediction: р раапитркако вииет носце
[2022-11-01 13:49:46,870][lightning][INFO] - reference : викинги смотреть
[2022-11-01 13:49:46,870][lightning][INFO] - prediction: уметиндесмо треть
[2022-11-01 13:49:47,818][lightning][INFO] - reference : афина чем платят у бутанцев
[2022-11-01 13:49:47,818][lightning][INFO] - prediction: афина чем платят угутанцев
[2022-11-01 13:49:48,965][lightning][INFO] - reference : как много ненавистных тебе вещей
[2022-11-01 13:49:48,965][lightning][INFO] - prediction: как мнобени набисна тебевечсе
[2022-11-01 13:49:50,099][lightning][INFO] - reference : что почитать по бизнесу
[2022-11-01 13:49:50,099][lightning][INFO] - prediction: то почита повизнесу
[2022-11-01 13:49:51,281][lightning][INFO] - reference : джой переведи пять сотен контакту мама через сбербанк сбер как обменять десять долларов на евро
[2022-11-01 13:49:51,281][lightning][INFO] - prediction: джой преведипясоте кондактумамичерез сбербансбер какоменять десидоллрна евра
[2022-11-01 13:49:52,305][lightning][INFO] - reference : салют запиши меня на стрижку в любую парикмахерскую поблизости
[2022-11-01 13:49:52,305][lightning][INFO] - prediction: салют запиши меня ратнастивку дибо прифахическо поблизоть
[2022-11-01 13:49:53,471][lightning][INFO] - reference : фильм с безруковым в главной роли где он бандит
[2022-11-01 13:49:53,471][lightning][INFO] - prediction: афина настазвукому главное роли гдем бандит
[2022-11-01 13:49:54,885][lightning][INFO] - reference : сбер когда возник рязанская
[2022-11-01 13:49:54,885][lightning][INFO] - prediction: сбер когда вазни крезатская
[2022-11-01 13:49:55,999][lightning][INFO] - reference : кто такой спонсор
[2022-11-01 13:49:55,999][lightning][INFO] - prediction: что такой понце
[2022-11-01 13:49:57,159][lightning][INFO] - reference :  
[2022-11-01 13:49:57,159][lightning][INFO] - prediction: 
[2022-11-01 13:49:58,651][lightning][INFO] - reference : телевизионный канал спас
[2022-11-01 13:49:58,652][lightning][INFO] - prediction: телевзиоонный канал спас
[2022-11-01 13:50:00,086][lightning][INFO] - reference : джой включи йогу и медитацию
[2022-11-01 13:50:00,087][lightning][INFO] - prediction: дсжой включи овуи вадета
[2022-11-01 13:50:01,709][lightning][INFO] - reference : афина мне позвонили мошенники просили мои личные данные мои номер моей карты мне нужно
[2022-11-01 13:50:01,709][lightning][INFO] - prediction: афина мне позвонили мошеник свасили моличеный банные мо номера поей карты мне нужно
[2022-11-01 13:50:02,932][lightning][INFO] - reference : афина как работает сири
[2022-11-01 13:50:02,932][lightning][INFO] - prediction: 
[2022-11-01 13:50:04,088][lightning][INFO] - reference : в каком разделе сбербанк онлайн можно подать заявку на полное досрочное погашение кредита
[2022-11-01 13:50:04,088][lightning][INFO] - prediction: к аком розете сбербанка мой можно пота заевку напомна дасручня покашение кередита
[2022-11-01 13:50:05,561][lightning][INFO] - reference : квалификация сборной сербии по футболу
[2022-11-01 13:50:05,562][lightning][INFO] - prediction: оличи какце сборная сет би пофатбону
[2022-11-01 13:50:06,666][lightning][INFO] - reference : сбер включи алло
[2022-11-01 13:50:06,666][lightning][INFO] - prediction: сбер включи ало
[2022-11-01 13:50:07,865][lightning][INFO] - reference : салют давай настроим таймер отключения телевизора на десять вечера
[2022-11-01 13:50:07,865][lightning][INFO] - prediction: ст гвонато паймру ключени левизо а десять вечело
[2022-11-01 13:50:09,016][lightning][INFO] - reference : джой материально техническое обеспечение вооруженных сил российской федерации это часть чего
[2022-11-01 13:50:09,016][lightning][INFO] - prediction: джой мотерально техническое обеспечения вружоно селрасиско феберациый апочас чего
[2022-11-01 13:50:10,230][lightning][INFO] - reference : афина я забыл поставить таймер ты мог бы его включить
[2022-11-01 13:50:10,230][lightning][INFO] - prediction: афина я забыл поставить таймер обвовкчи
[2022-11-01 13:50:11,712][lightning][INFO] - reference : сбер выключить на один час
[2022-11-01 13:50:11,712][lightning][INFO] - prediction: сбер выключить найзен час
[2022-11-01 13:50:13,505][lightning][INFO] - reference : афина надо оплатить свой мобильный телефон
[2022-11-01 13:50:13,506][lightning][INFO] - prediction: афина надо оплатить свой мобильный телефон
[2022-11-01 13:50:14,771][lightning][INFO] - reference : афина хочу фильм с джимом керри
[2022-11-01 13:50:14,771][lightning][INFO] - prediction: афина хоче фильм шином дере
[2022-11-01 13:50:16,192][lightning][INFO] - reference : афина после чего австралийский мир сумчатых
[2022-11-01 13:50:16,192][lightning][INFO] - prediction: афина мусучессровиский мер сумчит
[2022-11-01 13:50:17,598][lightning][INFO] - reference : сбер в честь кого назван голлизм
[2022-11-01 13:50:17,598][lightning][INFO] - prediction: сбер в честь кого назнодалисе
[2022-11-01 13:50:19,087][lightning][INFO] - reference : салют а сколько сейчас времени
[2022-11-01 13:50:19,087][lightning][INFO] - prediction: салют а сколько сейчас времени
[2022-11-01 13:50:20,222][lightning][INFO] - reference : мусульманский новый год это в какой день происходит
[2022-11-01 13:50:20,222][lightning][INFO] - prediction: семац ки ного года это кокой дения скодит
[2022-11-01 13:50:21,866][lightning][INFO] - reference : сбер какая температура воздуха
[2022-11-01 13:50:21,866][lightning][INFO] - prediction: сбер кактемт набот
[2022-11-01 13:50:23,091][lightning][INFO] - reference : афина анатолий попов знает китайский язык
[2022-11-01 13:50:23,092][lightning][INFO] - prediction: афина анатоли погоузнат тетескизы
[2022-11-01 13:50:24,351][lightning][INFO] - reference : сбер хочу стрижку как у бузовой запиши в салон где мне такое сделают
[2022-11-01 13:50:24,351][lightning][INFO] - prediction: сбер хочу стрижу каку бозов запиши всало гдме такое исделат
[2022-11-01 13:50:25,667][lightning][INFO] - reference : комиссия за перевод какая
[2022-11-01 13:50:25,668][lightning][INFO] - prediction: омиси за перевос каа
[2022-11-01 13:50:27,131][lightning][INFO] - reference : афина найди и включи последнюю песню тимы белорусских
[2022-11-01 13:50:27,131][lightning][INFO] - prediction: афина найди ивключи роследнию песн сины еоруски
[2022-11-01 13:50:28,360][lightning][INFO] - reference : сколько сейчас градусов на улице есть ли осадки
[2022-11-01 13:50:28,360][lightning][INFO] - prediction: сколько сейчас грансу науици еслисаки
[2022-11-01 13:50:29,878][lightning][INFO] - reference : сбер анекдоты про банк открытие
[2022-11-01 13:50:29,878][lightning][INFO] - prediction: сбер оникдоты побанконкрети
[2022-11-01 13:50:31,159][lightning][INFO] - reference : сбер брокерская деятельность
[2022-11-01 13:50:31,160][lightning][INFO] - prediction: сбер ккска
[2022-11-01 13:50:32,403][lightning][INFO] - reference : а есть ли там снег подскажи пожалуйста
[2022-11-01 13:50:32,404][lightning][INFO] - prediction: але летомснек подскажи пожалуйста
[2022-11-01 13:50:33,503][lightning][INFO] - reference : переведи пожалуйста пятьсот рублей другу андрею
[2022-11-01 13:50:33,503][lightning][INFO] - prediction: переведи пожалуйста пятьсот рублей друму андрею
[2022-11-01 13:50:34,997][lightning][INFO] - reference : сбер большая полуось орбиты луна
[2022-11-01 13:50:34,998][lightning][INFO] - prediction: сбер большайтомовос такблитмма
[2022-11-01 13:50:36,178][lightning][INFO] - reference : перемещай плейлист пожалуйста
[2022-11-01 13:50:36,178][lightning][INFO] - prediction: мечае плорис пожалуйста
[2022-11-01 13:50:37,233][lightning][INFO] - reference : про супер героев две тысячи семнадцатый год
[2022-11-01 13:50:37,234][lightning][INFO] - prediction: расопредерво две тысячи семнадцаттый год
[2022-11-01 13:50:38,196][lightning][INFO] - reference : сбер когда возник движение талибан
[2022-11-01 13:50:38,196][lightning][INFO] - prediction: сбер когда возни вежение берипа
[2022-11-01 13:50:39,576][lightning][INFO] - reference : афина курс доллара по банку втб
[2022-11-01 13:50:39,576][lightning][INFO] - prediction: афина кусдолла попагудв
[2022-11-01 13:50:40,627][lightning][INFO] - reference : рфпл
[2022-11-01 13:50:40,628][lightning][INFO] - prediction: п
[2022-11-01 13:50:43,434][lightning][INFO] - reference : афина организуй мне запись к моему парикмахеру на этой неделе
[2022-11-01 13:50:43,434][lightning][INFO] - prediction: афина генизумни записть мимукрикмахьра на до недели
[2022-11-01 13:50:45,379][lightning][INFO] - reference : джой скажи а у тебя есть девушка
[2022-11-01 13:50:45,379][lightning][INFO] - prediction: джой скажи атебя есттевушка
[2022-11-01 13:50:47,032][lightning][INFO] - reference : джой почему у некоторых людей нормальная улыбка а у некоторых очень сильно видны верхние десны
[2022-11-01 13:50:47,032][lightning][INFO] - prediction: джой почему некторкрудино маналиканектерахочисини видневерникесн
[2022-11-01 13:50:48,861][lightning][INFO] - reference : сбер здравствуйте сегодня работает банк на гамзатова шестьдесят четыре
[2022-11-01 13:50:48,861][lightning][INFO] - prediction: сбер здравствуйте сегодня работать банк на камзавошит сстя четым
[2022-11-01 13:50:50,741][lightning][INFO] - reference : афина отключить таймер
[2022-11-01 13:50:50,742][lightning][INFO] - prediction: афина включить таймер
[2022-11-01 13:50:52,588][lightning][INFO] - reference : афина когда перестал существовать саманиды
[2022-11-01 13:50:52,589][lightning][INFO] - prediction: афина кгда пересталсисторвальца монеды
[2022-11-01 13:50:54,699][lightning][INFO] - reference : афина из за чего муха не падает со стены
[2022-11-01 13:50:54,699][lightning][INFO] - prediction: афина зачего нуканипадессены
[2022-11-01 13:50:56,799][lightning][INFO] - reference : сбер здравствуйте как подключить услугу бонусы спасибо
[2022-11-01 13:50:56,799][lightning][INFO] - prediction: сбер здравствуйте как одключить услугу бонусы спасибо
[2022-11-01 13:50:59,009][lightning][INFO] - reference : афина поставь будильник на восемь утра
[2022-11-01 13:50:59,009][lightning][INFO] - prediction: афина поставь будильник на восемьу утра
[2022-11-01 13:51:00,900][lightning][INFO] - reference : сбер выведи мне адреса банкоматов сбербанка
[2022-11-01 13:51:00,900][lightning][INFO] - prediction: сбер выведи мне авересабеанкомат в сбербанка
[2022-11-01 13:51:02,520][lightning][INFO] - reference : афина чем занимается роснанотех
[2022-11-01 13:51:02,521][lightning][INFO] - prediction: афина чем занимаетсявоснонакин
[2022-11-01 13:51:04,341][lightning][INFO] - reference : джой какие болонки ты знаешь
[2022-11-01 13:51:04,342][lightning][INFO] - prediction: джой какие балонки ты знаешь
[2022-11-01 13:51:06,222][lightning][INFO] - reference : джой включи корнилич
[2022-11-01 13:51:06,223][lightning][INFO] - prediction: джой включи карнеи
[2022-11-01 13:51:08,518][lightning][INFO] - reference : салют сводный отчет по картам
[2022-11-01 13:51:08,518][lightning][INFO] - prediction: салют сгодны о чет покарну
[2022-11-01 13:51:10,376][lightning][INFO] - reference : сбер ужасы стивена спилберга
[2022-11-01 13:51:10,376][lightning][INFO] - prediction: сбер уус стимо инбе
[2022-11-01 13:51:12,663][lightning][INFO] - reference : сбер сделай пополнение телефона на двести рублей
[2022-11-01 13:51:12,663][lightning][INFO] - prediction: сбер сделай пополнени телефон на двести рублей
[2022-11-01 13:51:15,026][lightning][INFO] - reference : афина а есть информация по погоде в городе мышкин
[2022-11-01 13:51:15,026][lightning][INFO] - prediction: афина аетнформацеэто воводе в гороземышкин
[2022-11-01 13:51:17,027][lightning][INFO] - reference : яркость освещения на веранде нужно увеличить на двадцать пять процентов
[2022-11-01 13:51:17,027][lightning][INFO] - prediction: яркость освещения н ле раде нужно увеличить на двадцать пять процентов
[2022-11-01 13:51:18,868][lightning][INFO] - reference : сбер по какой причине мне пришло отказ по кредиту
[2022-11-01 13:51:18,868][lightning][INFO] - prediction: сбер по какой причени мне пршило аткаси по кредиту
[2022-11-01 13:51:21,055][lightning][INFO] - reference : сбер что за регион оплаты
[2022-11-01 13:51:21,056][lightning][INFO] - prediction: сбер что зарекмо на плат
[2022-11-01 13:51:23,436][lightning][INFO] - reference : салют что такое острова кука
[2022-11-01 13:51:23,436][lightning][INFO] - prediction: салют что такое стралакук
[2022-11-01 13:51:25,581][lightning][INFO] - reference : джой фильм про шварценеггера терминатор
[2022-11-01 13:51:25,581][lightning][INFO] - prediction: джой фильм рашвтся на гера тереминатар
[2022-11-01 13:51:27,862][lightning][INFO] - reference : джой могу поменять офис получения карты
[2022-11-01 13:51:27,863][lightning][INFO] - prediction: джой могу поменять офис получение карты
[2022-11-01 13:51:30,006][lightning][INFO] - reference : джой давно пора
[2022-11-01 13:51:30,006][lightning][INFO] - prediction: джой нановра
[2022-11-01 13:51:31,869][lightning][INFO] - reference : афина для чего нужна финансовая аналитика
[2022-11-01 13:51:31,869][lightning][INFO] - prediction: афина деченужнаофинацранайтек
[2022-11-01 13:51:33,579][lightning][INFO] - reference : джой пропали карты
[2022-11-01 13:51:33,580][lightning][INFO] - prediction: джой пробои арты
[2022-11-01 13:51:35,635][lightning][INFO] - reference : джой вруби мое музло
[2022-11-01 13:51:35,635][lightning][INFO] - prediction: джой вруби моне бызлу
[2022-11-01 13:51:37,808][lightning][INFO] - reference : сбер когда начался сербский договор
[2022-11-01 13:51:37,808][lightning][INFO] - prediction: сбер когданачилсян серские тоговор
[2022-11-01 13:51:39,944][lightning][INFO] - reference : салют здравствуйте есть ли деньги у меня на счете
[2022-11-01 13:51:39,945][lightning][INFO] - prediction: салют здравствуйе песть ли кеньги меняма шеке
[2022-11-01 13:51:41,824][lightning][INFO] - reference : салют как часто можно выходить на ули
[2022-11-01 13:51:41,825][lightning][INFO] - prediction: салют как частможно воить наули
[2022-11-01 13:51:43,793][lightning][INFO] - reference : сбер что тебе известно
[2022-11-01 13:51:43,794][lightning][INFO] - prediction: сбер что тебя звесно
[2022-11-01 13:51:45,577][lightning][INFO] - reference : салют перекинь ка деньги а то баланс на сотовом телефоне кончился
[2022-11-01 13:51:45,578][lightning][INFO] - prediction: салют ерекие коденгия одо баланс а ватотелифолико чеса
[2022-11-01 13:51:47,511][lightning][INFO] - reference : афина оплата связи второй номер
[2022-11-01 13:51:47,511][lightning][INFO] - prediction: афина плата свяди в торой номе
[2022-11-01 13:51:49,620][lightning][INFO] - reference : афина какими навыками знаниями и качествами должен обладать современный мужчина чтобы быть капитальным красавчиком
[2022-11-01 13:51:49,620][lightning][INFO] - prediction: афина какиеме навыкамизнаними качестодожна опладатся в риемененущина что бит кобитано расавчку
[2022-11-01 13:51:51,690][lightning][INFO] - reference : сбер что будет если меня поймают с наркотиками а я скажу что нашел их и хочу сдать
[2022-11-01 13:51:51,690][lightning][INFO] - prediction: сбер что будетисменя помансарпотиканаскажижтоны шась хочу стать
[2022-11-01 13:51:53,549][lightning][INFO] - reference : салют перевыпустите карту московского региона
[2022-11-01 13:51:53,549][lightning][INFO] - prediction: салют перевыпусти картумосковскуго рииода
[2022-11-01 13:51:55,224][lightning][INFO] - reference : афина как учился базаров александр
[2022-11-01 13:51:55,224][lightning][INFO] - prediction: афина откак вычился позари александор
[2022-11-01 13:51:57,338][lightning][INFO] - reference : сбер баланс на карте сорок восемь двадцать пять последние четыре цифры
[2022-11-01 13:51:57,338][lightning][INFO] - prediction: сбер фаланс на карте сорокосем дадцако послонучтырицео
